List1	List2	Similarity
{'г1уванцай'}	{'гъюбатата', 'гъубабат1ай', 'гъюба бат1а', 'гъубат1ат1а', 'гъаб', 'г1уб', 'гъы1б', 'г1убатата', 'къюб', 'гъюбабата', 'гIуб', 'гъюб', 'г1уванцай'}	DIFFERENT
{'гъаб'}	{'гъюбатата', 'гъубабат1ай', 'гъюба бат1а', 'гъубат1ат1а', 'гъаб', 'г1уб', 'гъы1б', 'г1убатата', 'къюб', 'гъюбабата', 'гIуб', 'гъюб', 'г1уванцай'}	DIFFERENT
{'гъюбатата', 'гъубабат1ай', 'гъюба бат1а', 'гъубат1ат1а', 'гъюбабата'}	{'гъюбатата', 'гъубабат1ай', 'гъюба бат1а', 'гъубат1ат1а', 'гъаб', 'г1уб', 'гъы1б', 'г1убатата', 'къюб', 'гъюбабата', 'гIуб', 'гъюб', 'г1уванцай'}	DIFFERENT
{'кокъо'}	{'къурру', 'кокъо', 'къуркъу', 'къоркъо'}	DIFFERENT
{'къурру', 'къуркъу', 'къверкъ', 'къоркъо'}	{'къверкъ'}	DIFFERENT
{'къиб', 'хы1б', 'г1уб', 'гъы1б', 'г1убатата', 'къюб', 'гIуб', 'гъюб'}	{'къиб'}	DIFFERENT
{'къурру', 'къуркъу', 'къверкъ', 'къоркъо'}	{'къурру', 'кокъо', 'къуркъу', 'къоркъо'}	DIFFERENT
{'хъулбагъа', 'къурбагъа', 'кьулбагъа'}	{'къурбагъа', 'кьулбагъа', 'khorbagheh', 'хъулбагъа', 'qurbağa'}	DIFFERENT
{'къиб', 'хы1б', 'г1уб', 'гъы1б', 'г1убатата', 'къюб', 'гIуб', 'гъюб'}	{'хы1б'}	DIFFERENT
{'baɣi', 'baʁ', 'bagh', 'baʁi', 'багъ', 'baʁ - podtv', 'баъ', 'багъ подтвердил', 'bağ', 'baghak', 'бав'}	{'baghestan', 'baɣi', 'bagh', 'baʁ', 'baʁi', 'багъ', 'baʁ - podtv', 'baxça', 'багъча', 'bostan', 'бахча', 'баъ', 'пахча', 'baghcheh', 'багъ подтвердил', 'bağ', 'baghak'}	DIFFERENT
{'багъча', 'бахча', 'baxça', 'пахча', 'baghcheh'}	{'baghestan', 'baɣi', 'bagh', 'baʁ', 'baʁi', 'багъ', 'baʁ - podtv', 'baxça', 'багъча', 'bostan', 'бахча', 'баъ', 'пахча', 'baghcheh', 'багъ подтвердил', 'bağ', 'baghak'}	DIFFERENT
{'baghestan', 'бисттан', 'bostan', 'бистан', 'бист1ан', 'быстан'}	{'baghestan', 'baɣi', 'bagh', 'baʁ', 'baʁi', 'багъ', 'baʁ - podtv', 'baxça', 'багъча', 'bostan', 'бахча', 'баъ', 'пахча', 'baghcheh', 'багъ подтвердил', 'bağ', 'baghak'}	DIFFERENT
{'ахъикьи', 'ахъи', 'ах', 'ахе', 'охи', 'а1гъ', 'ахи', 'агьи'}	{'агьи', 'а1гъ'}	DIFFERENT
{'агаруд', 'агарод'}	{'агаруд', 'огород', 'агарод'}	DIFFERENT
{'ахъикьи', 'ахъи', 'ах', 'ахе', 'охи', 'а1гъ', 'ахи', 'агьи'}	{'ахъикьи', 'ахъи', 'ах', 'ахе', 'ахибакI', 'охи', 'ахи'}	DIFFERENT
{'ахибакI'}	{'ахъикьи', 'ахъи', 'ах', 'ахе', 'ахибакI', 'охи', 'ахи'}	DIFFERENT
{'baɣi', 'baʁ', 'bagh', 'baʁi', 'багъ', 'baʁ - podtv', 'баъ', 'багъ подтвердил', 'bağ', 'baghak', 'бав'}	{'бав'}	DIFFERENT
{'baghestan', 'бисттан', 'bostan', 'бистан', 'бист1ан', 'быстан'}	{'бистан', 'бист1ан', 'быстан', 'бисттан'}	DIFFERENT
{'огород'}	{'агаруд', 'огород', 'агарод'}	DIFFERENT
{'сагъл', 'сал', 'сол', 'сагьл', 'саул'}	{'сагьл', 'сагъл'}	DIFFERENT
{'сад'}	{'сад', 'саул', 'сол', 'сал'}	DIFFERENT
{'сагъл', 'сал', 'сол', 'сагьл', 'саул'}	{'сад', 'саул', 'сол', 'сал'}	DIFFERENT
{'гуьз'}	{'гъюзги', 'гуьз', 'гюзгю', 'гюзги', 'гьюзгю', 'гуьзгуь'}	DIFFERENT
{'гъюзги', 'гюзгю', 'гюзги', 'гьюзгю', 'гуьзгуь'}	{'гъюзги', 'гуьз', 'гюзгю', 'гюзги', 'гьюзгю', 'гуьзгуь'}	DIFFERENT
{'дзыр'}	{'дзыр', 'ц1ерда', 'цIер'}	DIFFERENT
{'жари'}	{'жари', 'чугъундур'}	DIFFERENT
{'ц1ерда'}	{'дзыр', 'ц1ерда', 'цIер'}	DIFFERENT
{'цIер'}	{'дзыр', 'ц1ерда', 'цIер'}	DIFFERENT
{'чугъундур'}	{'жари', 'чугъундур'}	DIFFERENT
{'mesed', 'мисиди', 'мисид', 'месет', 'МЕСÉД', 'месед', 'misertːu', 'мишиди'}	{'mesed', 'мисиди', 'мисид', 'месет', 'МЕСÉД', 'месед', 'мишиди'}	DIFFERENT
{'mesed', 'мисиди', 'мисид', 'месет', 'МЕСÉД', 'месед', 'misertːu', 'мишиди'}	{'misertːu'}	DIFFERENT
{'ütüsü'}	{'у1рдагъ', 'ütüsü', 'урдяг'}	DIFFERENT
{'у1рдагъ', 'урдяг'}	{'у1рдагъ', 'ütüsü', 'урдяг'}	DIFFERENT
{'т1ымыл', 'т1умал', 'т1ымыль', 'т1умуль', 't’ummul', 'тIымыл'}	{'t’ummul'}	DIFFERENT
{'üzüm', 'узюм', 'ахъи', 'юзюм', 'уьзуьм'}	{'üzüm', 'узюм', 'изюм', 'юзюм', 'уьзуьм'}	DIFFERENT
{'üzüm', 'узюм', 'ахъи', 'юзюм', 'уьзуьм'}	{'ахъи'}	DIFFERENT
{'изюм'}	{'üzüm', 'узюм', 'изюм', 'юзюм', 'уьзуьм'}	DIFFERENT
{'кемсаш'}	{'кишмиш', 'кемсаш'}	DIFFERENT
{'кишмиш'}	{'кишмиш', 'кемсаш'}	DIFFERENT
{'т1ивит1', 'т1ибит1', 'т1ивит1ар'}	{'т1ивит1', 'т1ибит1', 'т1ивит1ар', 'тIибитI'}	DIFFERENT
{'т1умут1у', 'тIумутI', 'тIумтIар', 'тlумут', 'тlумтlар', 'т1умт1', 'т1умт1ар', 'т1умут1', 'т1ум(у)т1'}	{'т1ымыл', 'т1умут1у', 'тIумутI', 'тIумтIар', 'тlумут', 'т1умал', 'т1ымыль', 'тlумтlар', 'т1умт1', 'т1умуль', 'т1умт1ар', 'т1умут1', 'т1ум(у)т1', 'тIымыл', 'т1ут1и'}	DIFFERENT
{'т1ымыл', 'т1умал', 'т1ымыль', 'т1умуль', 't’ummul', 'тIымыл'}	{'т1ымыл', 'т1умут1у', 'тIумутI', 'тIумтIар', 'тlумут', 'т1умал', 'т1ымыль', 'тlумтlар', 'т1умт1', 'т1умуль', 'т1умт1ар', 'т1умут1', 'т1ум(у)т1', 'тIымыл', 'т1ут1и'}	DIFFERENT
{'т1ут1и'}	{'т1ымыл', 'т1умут1у', 'тIумутI', 'тIумтIар', 'тlумут', 'т1умал', 'т1ымыль', 'тlумтlар', 'т1умт1', 'т1умуль', 'т1умт1ар', 'т1умут1', 'т1ум(у)т1', 'тIымыл', 'т1ут1и'}	DIFFERENT
{'тIибитI'}	{'т1ивит1', 'т1ибит1', 'т1ивит1ар', 'тIибитI'}	DIFFERENT
{'ц1ебила', 'ц1ипиц1', 'ц1ибил', 'цIибил'}	{'ц1ебила', 'ц1ибил', 'цIибил'}	DIFFERENT
{'ц1ебила', 'ц1ипиц1', 'ц1ибил', 'цIибил'}	{'ц1ипиц1', 'цпиц', 'ципиц', 'цпицар', 'ЦИПИЦ'}	DIFFERENT
{'цпицар', 'цпиц', 'ципиц', 'ЦИПИЦ'}	{'ц1ипиц1', 'цпиц', 'ципиц', 'цпицар', 'ЦИПИЦ'}	DIFFERENT
{'гергинаг', 'къилгинагу', 'гъилгинаг', 'ялгнаг', 'хярягелгинаг', 'хяра гъилгинаг', 'гилгинага', 'гилгинац'}	{'гергинаг', 'херегъилгинаг', 'харе ялгнаг', 'къилгинагу', 'гъилгинаг', 'хярягелгинаг', 'хяра гъилгинаг', 'гилгинага', 'гилгинац'}	DIFFERENT
{'кук1ан кьяцц'}	{'ук1анкьарц1', 'ук1ак1ац', 'укIан кьяцц', 'кук1ан кьяцц', 'ук1ан к1арц'}	DIFFERENT
{'ук1ак1ац', 'укIан кьяцц', 'ук1анкьарц1', 'ук1ан к1арц'}	{'ук1анкьарц1', 'ук1ак1ац', 'укIан кьяцц', 'кук1ан кьяцц', 'ук1ан к1арц'}	DIFFERENT
{'ХÓЦIУ'}	{'хоци', 'хоцIе', 'хоц1и', 'ХÓЦIУ'}	DIFFERENT
{'харе ялгнаг', 'херегъилгинаг'}	{'гергинаг', 'херегъилгинаг', 'харе ялгнаг', 'къилгинагу', 'гъилгинаг', 'хярягелгинаг', 'хяра гъилгинаг', 'гилгинага', 'гилгинац'}	DIFFERENT
{'хоци', 'хоцIе', 'хоц1и'}	{'хоци', 'хоцIе', 'хоц1и', 'ХÓЦIУ'}	DIFFERENT
{'ц1ець', 'ц1ец1'}	{'ц1ыц1', 'ц1ець', 'ц1ец1', 'ц1ыць', 'ц1иц1 подтвердил', 'ц1ит', 'ц1иц1'}	DIFFERENT
{'ц1ит'}	{'ц1ыц1', 'ц1ець', 'ц1ец1', 'ц1ыць', 'ц1иц1 подтвердил', 'ц1ит', 'ц1иц1'}	DIFFERENT
{'ц1ыц1', 'ц1ыць', 'ц1иц1 подтвердил', 'ц1иц1', 'ц1ярц1яр'}	{'ц1ыц1', 'ц1ець', 'ц1ец1', 'ц1ыць', 'ц1иц1 подтвердил', 'ц1ит', 'ц1иц1'}	DIFFERENT
{'ц1унк1', 'ч1ъуьнк1', 'цуьнк1'}	{'ч1ъуьнк1', 'цуьнк1', 'чук1', 'чуькI', 'ц1унк1', 'чуьк1'}	DIFFERENT
{'ц1ыц1', 'ц1ыць', 'ц1иц1 подтвердил', 'ц1иц1', 'ц1ярц1яр'}	{'ц1ярц1яр'}	DIFFERENT
{'чук1', 'чуькI', 'чуьк1'}	{'ч1ъуьнк1', 'цуьнк1', 'чук1', 'чуькI', 'ц1унк1', 'чуьк1'}	DIFFERENT
{'гергинаг', 'къилгинагу', 'гъилгинаг', 'ялгнаг', 'хярягелгинаг', 'хяра гъилгинаг', 'гилгинага', 'гилгинац'}	{'ялгнаг'}	DIFFERENT
{'мигьман', 'МУГЬМАН', 'могьман', 'мийман', 'mehmoon', 'мишмар', 'магьман', 'мугьман', 'муьгьман', 'мугьман не особо', 'мегьман'}	{'мигьман', 'МУГЬМАН', "st'umari", 'могьман', 'мийман', 'mehmoon', 'магьман', 'мугьман', 'муьгьман', "st'umar", 'мегьман'}	DIFFERENT
{"st'umar", "st'umari"}	{'мигьман', 'МУГЬМАН', "st'umari", 'могьман', 'мийман', 'mehmoon', 'магьман', 'мугьман', 'муьгьман', "st'umar", 'мегьман'}	DIFFERENT
{'г1алашуй', 'х1ала шуй', 'хIалашуй', 'гIалашуй', 'х1алашуй'}	{'г1алашуй', 'гIалашуй'}	DIFFERENT
{'лIерба'}	{'ЛIИРБА', 'лIерба'}	DIFFERENT
{'ЛIИРБА'}	{'ЛIИРБА', 'лIерба'}	DIFFERENT
{'мигьман', 'МУГЬМАН', 'могьман', 'мийман', 'mehmoon', 'мишмар', 'магьман', 'мугьман', 'муьгьман', 'мугьман не особо', 'мегьман'}	{'мишмар'}	DIFFERENT
{'мигьман', 'МУГЬМАН', 'могьман', 'мийман', 'mehmoon', 'мишмар', 'магьман', 'мугьман', 'муьгьман', 'мугьман не особо', 'мегьман'}		NOT IN LIST 2
{'г1алашуй', 'х1ала шуй', 'хIалашуй', 'гIалашуй', 'х1алашуй'}	{'хIалашуй', 'х1ала шуй', 'х1алашуй'}	DIFFERENT
{'хьаша'}	{'хьаша', 'ц1ц1е', 'ц1ц1ев', 'ц1е', 'ц1еве'}	DIFFERENT
{'ц1ц1е', 'ц1е', 'ц1еве', 'ц1ц1ев'}	{'хьаша', 'ц1ц1е', 'ц1ц1ев', 'ц1е', 'ц1еве'}	DIFFERENT
{'ярагъи', 'jaraʁi', 'ярыакь', 'ярагъ', 'яра', 'яракь', 'ярак1', 'яракъ'}	{'jaraʁi'}	DIFFERENT
{'tofang', 'туманк1', 'тенгу', 'туьфенг', 'туханг', 'туванга', 'тфенг', 'туфангу', 'туванг', 'твенг', 'тюфэнк', 'tüfəng', 'тугьи', 'tumank', 'тванг', 'тфенг тоже есть', 'тюфенг', 'тюфенк', 'туфанг', 'туманкI', 'түфəнҝ', 'тупанг', 'тфонг', 'tüfang', 'тюбек', 'тфанг', 'туъанг', 'tufeng', 'тум', 'тюфенгь', 'тифанг', 'туманг'}	{'tofang', 'туманк1', 'тенгу', 'туьфенг', 'туханг', 'туванга', 'тфенг', 'туфангу', 'туванг', 'твенг', 'тюфэнк', 'tüfəng', 'tumank', 'тванг', 'тфенг тоже есть', 'тюфенг', 'тюфенк', 'туфанг', 'туманкI', 'түфəнҝ', 'тупанг', 'тфонг', 'tüfang', 'тфанг', 'туъанг', 'tufeng', 'тум', 'тюфенгь', 'тифанг', 'туманг'}	DIFFERENT
{'тупи', 'ТУПИ', 'topi', 'toop', 'тупе', 'топи', 'топ'}	{'тупи', 'ТУПИ', 'topi', 'винтивка', 'toop', 'тупе', 'топи', 'топ'}	DIFFERENT
{'винтивка'}	{'тупи', 'ТУПИ', 'topi', 'винтивка', 'toop', 'тупе', 'топи', 'топ'}	DIFFERENT
{'руджа'}	{'ружьё', 'руджа'}	DIFFERENT
{'ружьё'}	{'ружьё', 'руджа'}	DIFFERENT
{'tofang', 'туманк1', 'тенгу', 'туьфенг', 'туханг', 'туванга', 'тфенг', 'туфангу', 'туванг', 'твенг', 'тюфэнк', 'tüfəng', 'тугьи', 'tumank', 'тванг', 'тфенг тоже есть', 'тюфенг', 'тюфенк', 'туфанг', 'туманкI', 'түфəнҝ', 'тупанг', 'тфонг', 'tüfang', 'тюбек', 'тфанг', 'туъанг', 'tufeng', 'тум', 'тюфенгь', 'тифанг', 'туманг'}	{'тугьи', 'тюбек'}	DIFFERENT
{'ярагъи', 'jaraʁi', 'ярыакь', 'ярагъ', 'яра', 'яракь', 'ярак1', 'яракъ'}	{'ярагъи', 'ярыакь', 'ярагъ', 'яра', 'яракь', 'яракъ', 'ярак1'}	DIFFERENT
{'чакуш', 'čakuči', 'çəkic', 'çəkiş', 'чакуч', 'chakkosh', 'чакюш', 'чекуш', 'чёкюч', 'čikuči', 'чекюш', 'čekuč', 'čakuč', 'çəkiç', 'çəkuçi', 'çakiç', 'чекиш'}	{'чакуш', 'čakuči', 'çəkic', 'çəkiş', 'чакуч', 'chakkosh', 'чакюш', 'чекуш', 'к1аш', 'чёкюч', 'čikuči', 'чекюш', 'čekuč', 'čakuč', 'çəkiç', 'çəkuçi', 'çakiç', 'чекиш'}	DIFFERENT
{'k’urt’a', 'к1ута', 'к1ута/каш'}	{'кот1а', 'k’urt’a', 'к1ута', 'кварт1а', 'КÁРТIА', 'квартIа', 'курт1а', 'кут1а', 'к1то', 'корт1а'}	DIFFERENT
{'к1аш'}	{'чакуш', 'čakuči', 'çəkic', 'çəkiş', 'чакуч', 'chakkosh', 'чакюш', 'чекуш', 'к1аш', 'чёкюч', 'čikuči', 'чекюш', 'čekuč', 'čakuč', 'çəkiç', 'çəkuçi', 'çakiç', 'чекиш'}	DIFFERENT
{'к1то'}	{'кот1а', 'k’urt’a', 'к1ута', 'кварт1а', 'КÁРТIА', 'квартIа', 'курт1а', 'кут1а', 'к1то', 'корт1а'}	DIFFERENT
{'k’urt’a', 'к1ута', 'к1ута/каш'}		NOT IN LIST 2
{'кот1а', 'кварт1а', 'КÁРТIА', 'квартIа', 'курт1а', 'кут1а', 'корт1а'}	{'кот1а', 'k’urt’a', 'к1ута', 'кварт1а', 'КÁРТIА', 'квартIа', 'курт1а', 'кут1а', 'к1то', 'корт1а'}	DIFFERENT
{'гъёр', 'гъвяри'}	{'гъёр', 'къуьр', 'къар', 'гъэр', 'гъюр', 'къюр', 'гъвяри', 'гъяр'}	DIFFERENT
{'гъый', 'къуьр', 'къар', 'гъэр', 'гъюр', 'гъяр', 'къы1е', 'къюр', 'гъы1йе', 'гъыIр', 'гъыйе', 'къоян', 'гъы1д', 'хы1р', 'гъы1рь', 'гъы1р'}	{'гъый', 'къы1е', 'гъы1йе', 'гъыIр', 'гъыйе', 'гъы1д', 'гъы1рь', 'гъы1р'}	DIFFERENT
{'гъый', 'къуьр', 'къар', 'гъэр', 'гъюр', 'гъяр', 'къы1е', 'къюр', 'гъы1йе', 'гъыIр', 'гъыйе', 'къоян', 'гъы1д', 'хы1р', 'гъы1рь', 'гъы1р'}	{'гъёр', 'къуьр', 'къар', 'гъэр', 'гъюр', 'къюр', 'гъвяри', 'гъяр'}	DIFFERENT
{'гъый', 'къуьр', 'къар', 'гъэр', 'гъюр', 'гъяр', 'къы1е', 'къюр', 'гъы1йе', 'гъыIр', 'гъыйе', 'къоян', 'гъы1д', 'хы1р', 'гъы1рь', 'гъы1р'}	{'къоян'}	DIFFERENT
{'хъе', 'ХЪАI'}	{'хъе', 'хы1р', 'ХЪАI'}	DIFFERENT
{'гъый', 'къуьр', 'къар', 'гъэр', 'гъюр', 'гъяр', 'къы1е', 'къюр', 'гъы1йе', 'гъыIр', 'гъыйе', 'къоян', 'гъы1д', 'хы1р', 'гъы1рь', 'гъы1р'}	{'хъе', 'хы1р', 'ХЪАI'}	DIFFERENT
{'faseeleh'}	{'seeleh', 'faseeleh'}	DIFFERENT
{'gowbareh', 'galleh'}	{'galleh'}	DIFFERENT
{'gowbareh', 'galleh'}	{'gowbareh'}	DIFFERENT
{'seeleh'}	{'seeleh', 'faseeleh'}	DIFFERENT
{'сюри', 'шуьруь', 'сүрү', 'sürü', 'суьри', 'сюрю', 'суьруь', 'суьруь - про баранов', 'суьрю', 'сирив', 'СУЬРУЬ', 'сури', 'суъруъ(п = отара)'}	{'sürü'}	DIFFERENT
{'илха'}	{'ирхи/илхи', 'ИЛХИ', 'илха'}	DIFFERENT
{'йылкъы', 'ирхи/илхи', 'ИЛХИ'}	{'ирхи/илхи', 'ИЛХИ', 'илха'}	DIFFERENT
{'йылкъы', 'ирхи/илхи', 'ИЛХИ'}	{'йылкъы'}	DIFFERENT
{'сюри', 'шуьруь', 'сүрү', 'sürü', 'суьри', 'сюрю', 'суьруь', 'суьруь - про баранов', 'суьрю', 'сирив', 'СУЬРУЬ', 'сури', 'суъруъ(п = отара)'}	{'сюри', 'шуьруь', 'сүрү', 'суьри', 'сюрю', 'суьруь', 'суьруь - про баранов', 'суьрю', 'сирив', 'СУЬРУЬ', 'сури', 'суъруъ(п = отара)'}	DIFFERENT
{'dəmir', 'damir'}	{'демюр', 'демур', 'dəmir', 'демуьр', 'темир', 'дэмюр', 'damir', 'демыр'}	DIFFERENT
{'ГЕР', 'гер'}	{'ГЕР', 'кер', 'гер'}	DIFFERENT
{'гьилаг'}	{'йилег', 'йилагъ', 'гьилаг', 'йилаг', 'йиляг'}	DIFFERENT
{'демюр', 'демур', 'демуьр', 'темир', 'дэмюр', 'демыр'}	{'демюр', 'демур', 'dəmir', 'демуьр', 'темир', 'дэмюр', 'damir', 'демыр'}	DIFFERENT
{'йилег', 'йилагъ', 'йилаг', 'йива', 'йиляг', 'йюва'}	{'йива', 'йюва'}	DIFFERENT
{'йилег', 'йилагъ', 'йилаг', 'йива', 'йиляг', 'йюва'}	{'йилег', 'йилагъ', 'гьилаг', 'йилаг', 'йиляг'}	DIFFERENT
